


 %PROBE_G:
 %The run start date and time was:%                     2019/10/29 12:23:53 
 %
 %Using ITER machine parameters.
       %phi_tor(deg)                R(m)                Z(m)               B_phi                 B_R                 B_Z               B_pol               B_mag            PsiN_pol
   2.98000000000E+02   6.22730000000E+00   5.71000000000E-02   3.17887155415E-03   2.11724261016E-05   1.37140109989E-03   1.37156452579E-03   3.46214003272E-03   0.00000000000E+00
   2.99000000000E+02   6.22730000000E+00   5.71000000000E-02   3.12961148111E-03   2.85834756901E-04   1.45871160410E-03   1.48645250586E-03   3.46468022693E-03   0.00000000000E+00
   3.00000000000E+02   6.22730000000E+00   5.71000000000E-02   3.07486100775E-03   5.47606617826E-04   1.55019251523E-03   1.64407111834E-03   3.48679509853E-03   0.00000000000E+00
   3.01000000000E+02   6.22730000000E+00   5.71000000000E-02   3.01368977713E-03   8.07734191077E-04   1.64578420459E-03   1.83331398607E-03   3.52751559093E-03   0.00000000000E+00
   3.02000000000E+02   6.22730000000E+00   5.71000000000E-02   2.94461081430E-03   1.06690247136E-03   1.74512830147E-03   2.04542261452E-03   3.58531540031E-03   0.00000000000E+00
   3.03000000000E+02   6.22730000000E+00   5.71000000000E-02   2.86576074894E-03   1.32509460486E-03   1.84755731402E-03   2.27361908429E-03   3.65813181974E-03   0.00000000000E+00
   3.04000000000E+02   6.22730000000E+00   5.71000000000E-02   2.77511364620E-03   1.58151296729E-03   1.95210628525E-03   2.51234993873E-03   3.74341528072E-03   0.00000000000E+00
   3.05000000000E+02   6.22730000000E+00   5.71000000000E-02   2.67071046613E-03   1.83457181227E-03   2.05754575869E-03   2.75665527106E-03   3.83820826394E-03   0.00000000000E+00
   3.06000000000E+02   6.22730000000E+00   5.71000000000E-02   2.55088179391E-03   2.08196432789E-03   2.16243313188E-03   3.00178155642E-03   3.93924998432E-03   0.00000000000E+00
   3.07000000000E+02   6.22730000000E+00   5.71000000000E-02   2.41444011171E-03   2.32079760495E-03   2.26517747382E-03   3.24301256720E-03   4.04309925231E-03   0.00000000000E+00
   3.08000000000E+02   6.22730000000E+00   5.71000000000E-02   2.26082086854E-03   2.54777923527E-03   2.36411142999E-03   3.47565848223E-03   4.14626493180E-03   0.00000000000E+00
   3.09000000000E+02   6.22730000000E+00   5.71000000000E-02   2.09015904682E-03   2.75943156735E-03   2.45756324143E-03   3.69514271179E-03   4.24533208378E-03   0.00000000000E+00
   3.10000000000E+02   6.22730000000E+00   5.71000000000E-02   1.90329841988E-03   2.95230633379E-03   2.54392232040E-03   3.89713400601E-03   4.33707255368E-03   0.00000000000E+00
   3.11000000000E+02   6.22730000000E+00   5.71000000000E-02   1.70174170691E-03   3.12317455241E-03   2.62169319073E-03   4.07768248778E-03   4.41853135195E-03   0.00000000000E+00
   3.12000000000E+02   6.22730000000E+00   5.71000000000E-02   1.48755857305E-03   3.26917376868E-03   2.68953464018E-03   4.23333127815E-03   4.48708415553E-03   0.00000000000E+00
   3.13000000000E+02   6.22730000000E+00   5.71000000000E-02   1.26327283645E-03   3.38790488759E-03   2.74628322905E-03   4.36118918433E-03   4.54046576475E-03   0.00000000000E+00
   3.14000000000E+02   6.22730000000E+00   5.71000000000E-02   1.03174963672E-03   3.47748138069E-03   2.79096241661E-03   4.45896265559E-03   4.57677345702E-03   0.00000000000E+00
   3.15000000000E+02   6.22730000000E+00   5.71000000000E-02   7.96098402024E-04   3.53654210605E-03   2.82278015882E-03   4.52495501557E-03   4.59445215000E-03   0.00000000000E+00
   3.16000000000E+02   6.22730000000E+00   5.71000000000E-02   5.59599881320E-04   3.56424378688E-03   2.84111870790E-03   4.55804665231E-03   4.59226973422E-03   0.00000000000E+00
   3.17000000000E+02   6.22730000000E+00   5.71000000000E-02   3.25657231539E-04   3.56024988825E-03   2.84552048753E-03   4.55767112808E-03   4.56929083603E-03   0.00000000000E+00
   3.18000000000E+02   6.22730000000E+00   5.71000000000E-02   9.77638685055E-05   3.52472964336E-03   2.83567343842E-03   4.52379960964E-03   4.52485587419E-03   0.00000000000E+00
   3.19000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.20524294763E-04   3.45837527481E-03   2.81139831560E-03   4.45694065816E-03   4.45856996536E-03   0.00000000000E+00
   3.20000000000E+02   6.22730000000E+00   5.71000000000E-02  -3.25626790207E-04   3.36243820768E-03   2.77263928522E-03   4.35815549360E-03   4.37030343488E-03   0.00000000000E+00
   3.21000000000E+02   6.22730000000E+00   5.71000000000E-02  -5.14000282123E-04   3.23877750451E-03   2.71945801765E-03   4.22908165368E-03   4.26020280309E-03   0.00000000000E+00
   3.22000000000E+02   6.22730000000E+00   5.71000000000E-02  -6.82233398448E-04   3.08990711758E-03   2.65203048526E-03   4.07195182806E-03   4.12870852689E-03   0.00000000000E+00
   3.23000000000E+02   6.22730000000E+00   5.71000000000E-02  -8.27177195916E-04   2.91902413352E-03   2.57064499163E-03   3.88959092516E-03   3.97657386182E-03   0.00000000000E+00
   3.24000000000E+02   6.22730000000E+00   5.71000000000E-02  -9.46105047921E-04   2.72999917179E-03   2.47569968401E-03   3.68537439121E-03   3.80487833775E-03   0.00000000000E+00
   3.25000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.03688681734E-03   2.52731331594E-03   2.36769796804E-03   3.46313532291E-03   3.61502981133E-03   0.00000000000E+00
   3.26000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.09815507560E-03   2.31593343598E-03   2.24724080481E-03   3.22701703043E-03   3.40875101537E-03   0.00000000000E+00
   3.27000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.12943793702E-03   2.10112841357E-03   2.11501568389E-03   2.98128025409E-03   3.18804987524E-03   0.00000000000E+00
   3.28000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.13123521563E-03   1.88824038985E-03   1.97178292031E-03   2.73008784743E-03   2.95517728195E-03   0.00000000000E+00
   3.29000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.10502217970E-03   1.68243485060E-03   1.81836058778E-03   2.47730140550E-03   2.71258110871E-03   0.00000000000E+00
   3.30000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.05317667738E-03   1.48845851390E-03   1.65560970198E-03   2.22633156401E-03   2.46287095615E-03   0.00000000000E+00
   3.31000000000E+02   6.22730000000E+00   5.71000000000E-02  -9.78838080280E-04   1.31043313103E-03   1.48442115330E-03   1.98008614744E-03   2.20881532471E-03   0.00000000000E+00
   3.32000000000E+02   6.22730000000E+00   5.71000000000E-02  -8.85717205725E-04   1.15170671827E-03   1.30570544670E-03   1.74106148038E-03   1.95340473199E-03   0.00000000000E+00
   3.33000000000E+02   6.22730000000E+00   5.71000000000E-02  -7.77882662831E-04   1.01477327882E-03   1.12038572761E-03   1.51163123348E-03   1.70003835932E-03   0.00000000000E+00
   3.34000000000E+02   6.22730000000E+00   5.71000000000E-02  -6.59549852300E-04   9.01260519259E-04   9.29394063620E-04   1.29462112182E-03   1.45294523528E-03   0.00000000000E+00
   3.35000000000E+02   6.22730000000E+00   5.71000000000E-02  -5.34894619528E-04   8.11975118278E-04   7.33670645482E-04   1.09433825152E-03   1.21806751157E-03   0.00000000000E+00
   3.36000000000E+02   6.22730000000E+00   5.71000000000E-02  -4.07905953226E-04   7.46988640672E-04   5.34165471642E-04   9.18327164135E-04   1.00484428996E-03   0.00000000000E+00
   3.37000000000E+02   6.22730000000E+00   5.71000000000E-02  -2.82283255187E-04   7.05744915407E-04   3.31842077601E-04   7.79868610786E-04   8.29384643123E-04   0.00000000000E+00
   3.38000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.61375548531E-04   6.87171264719E-04   1.27682805457E-04   6.98932933739E-04   7.17320927848E-04   0.00000000000E+00
   3.39000000000E+02   6.22730000000E+00   5.71000000000E-02  -4.81539642045E-05   6.89780336466E-04  -7.73051320201E-05   6.94098693279E-04   6.95767058921E-04   0.00000000000E+00
   3.40000000000E+02   6.22730000000E+00   5.71000000000E-02   5.47943083296E-05   7.11755112179E-04  -2.82083951001E-04   7.65615239611E-04   7.67573521788E-04   0.00000000000E+00
   3.42000000000E+02   6.22730000000E+00   5.71000000000E-02   2.21421452679E-04   8.05270775196E-04  -6.86691705444E-04   1.05830360470E-03   1.08121874726E-03   0.00000000000E+00
   3.43000000000E+02   6.22730000000E+00   5.71000000000E-02   2.81820972856E-04   8.72062157332E-04  -8.84279610437E-04   1.24195122114E-03   1.27352498854E-03   0.00000000000E+00
   3.44000000000E+02   6.22730000000E+00   5.71000000000E-02   3.25399371264E-04   9.48807027044E-04  -1.07719446206E-03   1.43547298256E-03   1.47189246702E-03   0.00000000000E+00
   3.45000000000E+02   6.22730000000E+00   5.71000000000E-02   3.51494087661E-04   1.03284718356E-03  -1.26428859095E-03   1.63254370410E-03   1.66995420280E-03   0.00000000000E+00
   3.46000000000E+02   6.22730000000E+00   5.71000000000E-02   3.59848778286E-04   1.12150680112E-03  -1.44444227976E-03   1.82871293661E-03   1.86378167921E-03   0.00000000000E+00
   3.47000000000E+02   6.22730000000E+00   5.71000000000E-02   3.50608753636E-04   1.21215868661E-03  -1.61659178035E-03   2.02056864912E-03   2.05076184964E-03   0.00000000000E+00
   3.48000000000E+02   6.22730000000E+00   5.71000000000E-02   3.24298893699E-04   1.30229456578E-03  -1.77975739882E-03   2.20533615004E-03   2.22905300681E-03   0.00000000000E+00
   3.49000000000E+02   6.22730000000E+00   5.71000000000E-02   2.81781341158E-04   1.38959240219E-03  -1.93306832314E-03   2.38069741592E-03   2.39731535481E-03   0.00000000000E+00
   3.50000000000E+02   6.22730000000E+00   5.71000000000E-02   2.24194406871E-04   1.47197297348E-03  -2.07578131306E-03   2.54471461943E-03   2.55457151522E-03   0.00000000000E+00
   3.51000000000E+02   6.22730000000E+00   5.71000000000E-02   1.52877983839E-04   1.54763911958E-03  -2.20729130402E-03   2.69579705194E-03   2.70012840865E-03   0.00000000000E+00
   3.52000000000E+02   6.22730000000E+00   5.71000000000E-02   6.92933720860E-05   1.61509381758E-03  -2.32713315696E-03   2.83268013898E-03   2.83352754375E-03   0.00000000000E+00
   3.53000000000E+02   6.22730000000E+00   5.71000000000E-02  -2.50537804911E-05   1.67313672070E-03  -2.43497495283E-03   2.95440171728E-03   2.95450794532E-03   0.00000000000E+00
   3.54000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.28679719537E-04   1.72084211769E-03  -2.53060417949E-03   3.06027043041E-03   3.06297462893E-03   0.00000000000E+00
   3.55000000000E+02   6.22730000000E+00   5.71000000000E-02  -2.40172660956E-04   1.75752369817E-03  -2.61390877707E-03   3.14982676420E-03   3.15897001435E-03   0.00000000000E+00
   3.56000000000E+02   6.22730000000E+00   5.71000000000E-02  -3.58224370542E-04   1.78269266695E-03  -2.68485528463E-03   3.22280018682E-03   3.24264795250E-03   0.00000000000E+00
   3.57000000000E+02   6.22730000000E+00   5.71000000000E-02  -4.81643897987E-04   1.79601561472E-03  -2.74346632563E-03   3.27906687461E-03   3.31425110887E-03   0.00000000000E+00
   3.58000000000E+02   6.22730000000E+00   5.71000000000E-02  -6.09356547327E-04   1.79727736506E-03  -2.78979947875E-03   3.31861221877E-03   3.37409283517E-03   0.00000000000E+00
   3.59000000000E+02   6.22730000000E+00   5.71000000000E-02  -7.40392746142E-04   1.78635214432E-03  -2.82392929796E-03   3.34150125892E-03   3.42254467932E-03   0.00000000000E+00
   1.00000000000E-10   1.00000000000E-10   1.00000000000E-10  -1.38913403350E-19   9.48676900922E-20   1.86454015367E-09   1.86454015367E-09   1.86454015367E-09   0.00000000000E+00
   1.00000000000E-10   1.00000000000E-10   1.00000000000E-10  -1.38913403350E-19   9.48676900922E-20   1.86454015367E-09   1.86454015367E-09   1.86454015367E-09   0.00000000000E+00
   1.00000000000E-10   1.00000000000E-10   1.00000000000E-10  -1.38913403350E-19   9.48676900922E-20   1.86454015367E-09   1.86454015367E-09   1.86454015367E-09   0.00000000000E+00
